Unnamed: 0,Date,Day_of_Week,Time_Slot,Route_ID,Route_Name,Bus_ID,Driver_ID,Bus_Type,Total_Seats,Seats_Booked,Occupancy_Rate (%),Ticket_Price,Revenue_Per_Trip,Fuel_Consumption_Liters,Fuel_Efficiency_KMPL,Maintenance_Status,Last_Service_Date,Breakdown_Incidents,Disruption_Likelihood,Risk_Score,Delay_Probability,Expense_Per_Trip,Profit_Per_Trip,Weather,Festival_Season,Holiday,Special_Event,Avg_Travel_Time (mins),Delay_Mins,Start_Desitination,End_Destination,Distance_KM,Start_Destination,Avg_Travel_Time_Mins,Weather_Impact,Event_Type
1592,29-03-2024,Friday,Morning,171,Gandhinagar-Mehsana,GJ08-Sleeper-168,D289,Non-AC,60,30,50,150,20383,18.1,5.83,Needs Repair,27-03-2024,0,0.74,Medium,0.57,6358,7672,Foggy,1,0,Navratri,255,19,Gandhinagar,Mehsana,80,Gandhinagar,51,Low,Festival
1593,24-04-2024,Wednesday,Morning,128,Ahmedabad-Junagadh,GJ07-Sleeper-172,D300,Non-AC,40,20,50,200,34278,51.03,4.17,Needs Repair,26-05-2024,3,0.6,Low,0.32,3415,11776,Foggy,1,1,,180,6,Ahmedabad,Junagadh,330,Ahmedabad,185,High,Holiday
1594,27-05-2024,Monday,Afternoon,106,Rajkot-Porbandar,GJ07-Express-473,D221,Non-AC,60,52,86.67,250,22979,38.75,5.89,Needs Repair,09-04-2024,1,0.32,Low,0.55,4745,6983,Foggy,1,1,Navratri,142,15,Vadodara,Porbandar,185,Rajkot,100,Low,Normal
1595,20-02-2024,Tuesday,Afternoon,473,Bhuj-Gandhidham,GJ06-Express-302,D235,AC,60,36,60,150,20377,14.26,4.93,Needs Repair,29-06-2024,1,0.77,Medium,0.45,5013,6669,Clear,1,1,IPL Match,250,11,Ahmedabad,Gandhidham,58,Bhuj,30,High,Festival
1596,02-05-2024,Thursday,Morning,298,Bhavnagar-Rajkot,GJ05-Sleeper-121,D499,Sleeper,60,59,98.33,150,24821,45.27,5.3,Good,17-02-2024,2,0.2,Low,0.55,3138,9810,Rainy,1,1,,202,15,Gandhinagar,Rajkot,190,Bhavnagar,108,Medium,Holiday
1597,30-03-2024,Saturday,Night,472,Porbandar-Vadodara,GJ01-AC-236,D483,AC,40,48,120,200,32477,67.68,5.26,Good,05-02-2024,2,0.4,High,0.45,4566,7753,Foggy,0,0,IPL Match,247,9,Surat,Vadodara,410,Porbandar,257,Medium,Holiday
1598,04-05-2024,Saturday,Afternoon,121,Dwarka-Bhavnagar,GJ08-Sleeper-413,D121,Express,50,53,106,300,20930,69.3,4.68,Needs Repair,23-04-2024,0,0.55,High,0.23,5179,5770,Clear,0,1,Festival Season,145,5,Surat,Bhavnagar,330,Dwarka,212,High,Holiday
1599,05-05-2024,Sunday,Afternoon,388,Bhuj-Gandhidham,GJ08-Non-AC-434,D465,AC,60,29,48.33,200,21865,12.31,4.61,Good,21-02-2024,1,0.56,Medium,0.82,6881,7684,Rainy,0,1,IPL Match,129,32,Gandhinagar,Gandhidham,58,Bhuj,19,Medium,Normal
1600,14-05-2024,Tuesday,Afternoon,174,Dahod-Bhavnagar,GJ05-Express-208,D382,Non-AC,40,56,140,200,19371,93.32,5.91,Good,25-06-2024,3,0.71,High,0.29,5361,6973,Clear,0,1,Navratri,137,6,Surat,Bhavnagar,380,Dahod,219,Medium,Festival
1601,09-06-2024,Sunday,Night,485,Porbandar-Vadodara,GJ01-AC-256,D425,Express,50,38,76,250,27521,81.73,5.32,Needs Repair,21-04-2024,2,0.55,High,0.59,5695,10757,Rainy,0,1,Festival Season,183,25,Gandhinagar,Vadodara,410,Porbandar,243,Low,Festival
1602,28-06-2024,Friday,Afternoon,431,Dahod-Bhavnagar,GJ05-Non-AC-323,D285,AC,50,37,74,250,26857,72.44,4.31,Needs Repair,18-04-2024,3,0.68,Low,0.35,3225,6120,Rainy,0,1,,237,2,Ahmedabad,Bhavnagar,380,Dahod,245,Medium,Festival
1603,02-03-2024,Saturday,Afternoon,377,Jamnagar-Patan,GJ06-Non-AC-335,D454,AC,60,53,88.33,250,32781,61.81,5.02,Needs Repair,29-06-2024,2,0.55,High,0.15,6585,5969,Rainy,1,0,Festival Season,145,1,Ahmedabad,Patan,280,Jamnagar,144,Medium,Festival
1604,17-01-2024,Wednesday,Morning,131,Gandhinagar-Mehsana,GJ06-Non-AC-215,D252,Express,50,28,56,250,34525,16.97,5.18,Needs Repair,14-02-2024,2,0.89,Medium,0.8,3673,6952,Rainy,0,1,Navratri,240,16,Vadodara,Mehsana,80,Gandhinagar,38,Medium,Holiday
1605,15-03-2024,Friday,Afternoon,224,Ahmedabad-Bhuj,GJ05-Sleeper-193,D475,AC,40,30,75,300,17342,60.98,4.74,Needs Repair,23-04-2024,1,0.56,Low,0.59,6558,5735,Clear,0,1,,255,4,Vadodara,Bhuj,335,Ahmedabad,188,High,Normal
1606,16-01-2024,Tuesday,Night,401,Bhavnagar-Rajkot,GJ07-Non-AC-162,D298,Non-AC,50,53,106,250,32936,44.7,4.42,Good,12-01-2024,3,0.61,Low,0.56,4272,10370,Rainy,0,0,,138,26,Surat,Rajkot,190,Bhavnagar,131,High,Holiday
1607,23-03-2024,Saturday,Night,271,Jamnagar-Patan,GJ03-Express-371,D388,Express,60,40,66.67,300,30056,67.12,5.19,Good,30-05-2024,2,0.27,Medium,0.83,4901,9559,Rainy,0,0,,259,17,Gandhinagar,Patan,280,Jamnagar,183,High,Festival
1608,29-05-2024,Wednesday,Night,318,Anand-Modasa,GJ04-Express-217,D397,AC,50,60,120,300,33179,25.4,4.29,Good,12-04-2024,1,0.23,High,0.81,5812,5013,Rainy,0,1,IPL Match,284,6,Gandhinagar,Modasa,160,Anand,116,Medium,Festival
1609,30-05-2024,Thursday,Afternoon,402,Ahmedabad-Bhuj,GJ01-Express-152,D294,AC,60,43,71.67,200,30554,63.47,5.38,Good,28-01-2024,0,0.79,High,0.33,3907,9258,Clear,1,0,,278,9,Ahmedabad,Bhuj,335,Ahmedabad,170,High,Festival
1610,18-06-2024,Tuesday,Night,402,Surat-Diu,GJ07-Express-135,D115,Sleeper,50,30,60,200,30057,44.27,5.83,Good,06-02-2024,2,0.11,High,0.1,5014,7247,Foggy,1,0,IPL Match,285,2,Vadodara,Diu,285,Surat,148,Low,Holiday
1611,09-04-2024,Tuesday,Night,354,Bhuj-Gandhidham,GJ08-Express-348,D278,Non-AC,40,23,57.5,200,25243,13.13,5.04,Needs Repair,17-02-2024,2,0.35,Low,0.32,4263,9996,Clear,0,1,Navratri,237,8,Surat,Gandhidham,58,Bhuj,49,High,Holiday
1612,04-06-2024,Tuesday,Night,167,Dahod-Bhavnagar,GJ07-Non-AC-345,D170,AC,40,57,142.5,250,34122,77.84,5.87,Good,26-01-2024,1,0.89,Low,0.81,4184,12839,Foggy,0,0,Festival Season,235,11,Vadodara,Bhavnagar,380,Dahod,223,Medium,Normal
1613,30-01-2024,Tuesday,Night,311,Surat-Rajkot,GJ08-Non-AC-267,D287,Sleeper,50,27,54,150,32316,51.44,6,Good,03-02-2024,0,0.58,Low,0.44,4568,10580,Foggy,0,0,Festival Season,169,14,Vadodara,Rajkot,340,Surat,203,Medium,Normal
1614,21-03-2024,Thursday,Afternoon,383,Surat-Diu,GJ05-AC-282,D101,Sleeper,50,25,50,250,20693,56.55,4.03,Good,13-04-2024,3,0.6,Medium,0.3,3199,7581,Foggy,1,0,Navratri,148,3,Vadodara,Diu,285,Surat,165,Low,Holiday
1615,08-02-2024,Thursday,Morning,282,Ahmedabad-Bhuj,GJ05-Sleeper-182,D303,Sleeper,40,49,122.5,300,16791,65.53,4.87,Needs Repair,10-06-2024,3,0.24,Medium,0.1,4524,5948,Foggy,0,0,,286,4,Ahmedabad,Bhuj,335,Ahmedabad,171,Medium,Festival
1616,18-01-2024,Thursday,Afternoon,366,Bhavnagar-Rajkot,GJ07-Non-AC-307,D106,AC,60,49,81.67,300,22016,29.28,4.23,Good,11-01-2024,0,0.6,Low,0.15,5911,5213,Clear,1,1,Navratri,151,7,Vadodara,Rajkot,190,Bhavnagar,115,High,Holiday
1617,01-02-2024,Thursday,Night,241,Somnath-Junagadh,GJ02-Non-AC-254,D393,AC,60,30,50,300,18341,14.83,5.31,Good,11-03-2024,1,0.24,High,0.38,6376,5720,Rainy,0,1,Festival Season,213,2,Surat,Junagadh,85,Somnath,37,High,Festival
1618,27-06-2024,Thursday,Night,281,Vadodara-Morbi,GJ05-Express-287,D447,Express,60,29,48.33,250,30260,42.55,4.93,Good,26-03-2024,0,0.7,High,0.84,3149,10480,Foggy,0,0,Navratri,218,5,Ahmedabad,Morbi,260,Vadodara,172,Medium,Normal
1619,13-05-2024,Monday,Afternoon,118,Junagadh-Somnath,GJ03-Express-468,D250,Sleeper,60,31,51.67,150,20859,18.57,5.16,Needs Repair,22-03-2024,2,0.28,Low,0.14,4100,5208,Rainy,1,1,,173,4,Gandhinagar,Somnath,90,Junagadh,72,Low,Normal
1620,19-02-2024,Monday,Afternoon,292,Bhuj-Gandhidham,GJ01-AC-256,D361,AC,60,38,63.33,200,17545,10.89,4.37,Good,23-05-2024,3,0.68,High,0.54,4742,6168,Foggy,1,1,,267,9,Surat,Gandhidham,58,Bhuj,40,Medium,Holiday
1621,23-05-2024,Thursday,Night,200,Ahmedabad-Bhuj,GJ08-Express-336,D101,AC,40,49,122.5,300,31181,66.25,5.19,Needs Repair,07-03-2024,2,0.5,High,0.24,4100,9898,Foggy,0,1,Navratri,138,4,Gandhinagar,Bhuj,335,Ahmedabad,202,Low,Holiday
1622,21-02-2024,Wednesday,Night,224,Morbi-Surat,GJ09-AC-445,D288,AC,50,52,104,200,29240,55.56,5.72,Needs Repair,02-05-2024,3,0.48,Low,0.44,5956,6759,Clear,0,0,Navratri,177,11,Vadodara,Surat,270,Morbi,165,Low,Holiday
1623,29-02-2024,Thursday,Afternoon,411,Porbandar-Vadodara,GJ02-Non-AC-177,D242,Sleeper,40,22,55,150,17336,71.24,5.43,Needs Repair,03-06-2024,2,0.2,High,0.1,3754,5515,Foggy,0,1,Navratri,127,2,Ahmedabad,Vadodara,410,Porbandar,240,Low,Festival
1624,07-03-2024,Thursday,Afternoon,207,Ahmedabad-Junagadh,GJ01-Sleeper-138,D270,AC,60,48,80,200,34595,60.33,4.02,Good,04-02-2024,3,0.32,High,0.44,5036,8365,Clear,1,1,Navratri,226,9,Gandhinagar,Junagadh,330,Ahmedabad,218,Low,Normal
1625,16-06-2024,Sunday,Morning,290,Morbi-Surat,GJ09-Non-AC-424,D383,Express,60,54,90,300,31811,61.33,5.64,Good,08-01-2024,2,0.33,High,0.62,4871,8705,Rainy,0,1,,176,31,Surat,Surat,270,Morbi,169,Low,Festival
1626,18-03-2024,Monday,Night,183,Ahmedabad-Junagadh,GJ09-Express-407,D439,Express,50,41,82,200,22815,61.51,4.05,Good,13-04-2024,3,0.44,Low,0.56,3435,8600,Foggy,1,0,Festival Season,272,13,Ahmedabad,Junagadh,330,Ahmedabad,196,Low,Holiday
1627,18-06-2024,Tuesday,Afternoon,147,Junagadh-Somnath,GJ04-AC-187,D133,Express,60,53,88.33,150,20492,19.49,5.97,Good,19-06-2024,2,0.13,High,0.89,5466,5412,Clear,1,0,IPL Match,296,32,Vadodara,Somnath,90,Junagadh,59,Medium,Normal
1628,20-02-2024,Tuesday,Morning,106,Vadodara-Morbi,GJ05-Sleeper-446,D284,AC,60,28,46.67,300,30895,55.63,5.59,Good,19-03-2024,0,0.63,Low,0.51,3756,8043,Rainy,1,1,,251,4,Gandhinagar,Morbi,260,Vadodara,142,Medium,Holiday
1629,16-06-2024,Sunday,Night,143,Gandhinagar-Mehsana,GJ03-AC-387,D134,Express,50,31,62,200,17585,17.93,5.68,Good,06-02-2024,3,0.6,Medium,0.61,6138,5933,Foggy,1,0,IPL Match,204,4,Gandhinagar,Mehsana,80,Gandhinagar,58,Medium,Normal
1630,13-04-2024,Saturday,Afternoon,443,Morbi-Surat,GJ03-Sleeper-281,D121,AC,60,43,71.67,300,20811,58.2,4.92,Good,05-04-2024,2,0.12,Medium,0.83,3283,7124,Clear,1,0,Navratri,255,26,Vadodara,Surat,270,Morbi,162,High,Normal
1631,21-02-2024,Wednesday,Afternoon,282,Surat-Diu,GJ03-Non-AC-461,D259,Non-AC,40,24,60,150,27541,62.27,4,Needs Repair,15-06-2024,0,0.35,High,0.42,3433,9351,Rainy,1,1,Festival Season,213,5,Gandhinagar,Diu,285,Surat,185,High,Holiday
1632,01-01-2024,Monday,Night,206,Ahmedabad-Bhuj,GJ04-Sleeper-343,D389,Express,60,44,73.33,300,33634,59.67,4.33,Needs Repair,05-06-2024,1,0.63,Medium,0.41,6648,12199,Foggy,1,1,Festival Season,144,14,Surat,Bhuj,335,Ahmedabad,166,Low,Festival
1633,08-03-2024,Friday,Morning,114,Rajkot-Porbandar,GJ02-Express-320,D130,Express,60,35,58.33,250,20123,43.99,4.77,Good,14-02-2024,0,0.35,High,0.44,5590,5716,Foggy,0,1,Festival Season,264,22,Gandhinagar,Porbandar,185,Rajkot,108,Low,Normal
1634,06-06-2024,Thursday,Night,183,Vadodara-Morbi,GJ04-Sleeper-180,D413,AC,50,35,70,250,16660,56.27,4.02,Needs Repair,04-06-2024,0,0.72,Low,0.79,6921,5362,Foggy,0,0,Festival Season,152,5,Vadodara,Morbi,260,Vadodara,138,Low,Festival
1635,10-02-2024,Saturday,Night,287,Jamnagar-Patan,GJ09-Express-100,D129,Express,60,52,86.67,300,19936,57.68,4.32,Good,05-03-2024,1,0.74,High,0.58,5318,5512,Rainy,0,0,IPL Match,169,7,Vadodara,Patan,280,Jamnagar,196,High,Holiday
1636,01-05-2024,Wednesday,Night,401,Morbi-Surat,GJ08-Non-AC-481,D110,AC,60,58,96.67,250,23843,40.8,4.02,Needs Repair,11-05-2024,1,0.49,Medium,0.52,4143,6153,Foggy,1,1,IPL Match,222,14,Surat,Surat,270,Morbi,170,Low,Holiday
1637,13-02-2024,Tuesday,Afternoon,452,Surat-Diu,GJ06-Non-AC-265,D242,Non-AC,40,39,97.5,200,26034,45.86,4.19,Needs Repair,02-05-2024,0,0.28,Medium,0.57,3627,7600,Foggy,1,0,Festival Season,198,6,Ahmedabad,Diu,285,Surat,157,Medium,Normal
1638,03-06-2024,Monday,Night,350,Dahod-Bhavnagar,GJ05-AC-101,D431,Express,60,45,75,250,30468,58.53,4.71,Needs Repair,11-06-2024,0,0.86,Medium,0.26,4944,11898,Clear,1,0,,180,10,Surat,Bhavnagar,380,Dahod,201,Medium,Holiday
1639,08-01-2024,Monday,Afternoon,137,Vadodara-Morbi,GJ06-AC-369,D446,AC,40,31,77.5,300,35723,45.09,4.38,Good,18-05-2024,3,0.78,Medium,0.54,6034,5986,Foggy,0,1,,153,14,Gandhinagar,Morbi,260,Vadodara,162,Low,Normal
1640,11-01-2024,Thursday,Afternoon,494,Vadodara-Morbi,GJ02-Sleeper-334,D356,Sleeper,60,50,83.33,300,33989,56.47,4.66,Needs Repair,09-01-2024,2,0.88,Medium,0.53,3334,12297,Rainy,0,1,Festival Season,134,6,Gandhinagar,Morbi,260,Vadodara,164,Low,Normal
1641,20-02-2024,Tuesday,Night,121,Ahmedabad-Bhuj,GJ08-Sleeper-325,D220,Sleeper,50,22,44,200,16889,68.11,4.31,Good,25-02-2024,1,0.17,Low,0.82,3662,6406,Clear,0,1,,229,36,Ahmedabad,Bhuj,335,Ahmedabad,229,Low,Festival
1642,17-02-2024,Saturday,Afternoon,109,Dwarka-Bhavnagar,GJ07-Express-244,D155,Express,50,20,40,150,33597,58.79,4.82,Needs Repair,11-05-2024,3,0.32,High,0.57,5699,12919,Foggy,1,1,Navratri,166,4,Gandhinagar,Bhavnagar,330,Dwarka,215,Low,Festival
1643,18-03-2024,Monday,Morning,101,Rajkot-Porbandar,GJ07-AC-360,D196,Sleeper,60,30,50,250,20511,30.23,5.18,Needs Repair,22-03-2024,1,0.61,Medium,0.32,6168,8181,Rainy,0,1,IPL Match,151,11,Vadodara,Porbandar,185,Rajkot,103,High,Holiday
1644,06-05-2024,Monday,Night,323,Ahmedabad-Bhuj,GJ02-Sleeper-304,D465,Sleeper,50,33,66,200,35781,57.87,5.93,Needs Repair,08-01-2024,2,0.43,High,0.78,4379,13823,Clear,1,0,Festival Season,171,27,Ahmedabad,Bhuj,335,Ahmedabad,194,Medium,Normal
1645,01-01-2024,Monday,Morning,421,Rajkot-Porbandar,GJ06-Express-219,D371,AC,40,59,147.5,150,26476,34.16,5.65,Needs Repair,19-05-2024,3,0.52,Low,0.6,4571,6282,Foggy,1,0,Navratri,222,19,Ahmedabad,Porbandar,185,Rajkot,112,Low,Holiday
1646,19-03-2024,Tuesday,Morning,426,Gandhinagar-Bhuj,GJ04-Express-158,D474,Non-AC,60,21,35,150,34138,56.71,4.85,Needs Repair,20-06-2024,2,0.75,Low,0.2,6860,11760,Clear,0,0,IPL Match,256,5,Gandhinagar,Bhuj,370,Gandhinagar,238,Low,Festival
1647,07-02-2024,Wednesday,Morning,452,Vadodara-Dwarka,GJ08-Express-275,D478,Non-AC,40,60,150,150,28052,81.27,5.43,Needs Repair,07-03-2024,3,0.12,Medium,0.52,6535,8896,Clear,1,1,IPL Match,221,17,Gandhinagar,Dwarka,410,Vadodara,247,High,Normal
1648,05-04-2024,Friday,Afternoon,218,Surat-Rajkot,GJ07-Express-135,D110,AC,60,21,35,250,20626,76.03,5.59,Good,27-04-2024,3,0.45,Low,0.65,3602,6839,Rainy,0,0,,291,30,Ahmedabad,Rajkot,340,Surat,202,High,Holiday
1649,24-05-2024,Friday,Afternoon,356,Gandhinagar-Mehsana,GJ08-Non-AC-179,D324,AC,50,50,100,300,17218,12.37,4.59,Good,26-06-2024,2,0.2,High,0.39,3154,5427,Rainy,1,0,Navratri,149,14,Vadodara,Mehsana,80,Gandhinagar,34,Low,Normal
1650,24-02-2024,Saturday,Night,398,Bhuj-Gandhidham,GJ01-Non-AC-247,D223,AC,60,32,53.33,250,25312,9.73,4.29,Needs Repair,28-06-2024,2,0.9,High,0.42,3383,7415,Foggy,0,1,,128,5,Ahmedabad,Gandhidham,58,Bhuj,44,Medium,Normal
1651,21-02-2024,Wednesday,Afternoon,474,Vadodara-Morbi,GJ05-Sleeper-174,D199,Sleeper,60,27,45,250,32501,56.98,4.84,Needs Repair,11-03-2024,0,0.79,High,0.88,5794,12226,Foggy,0,1,Festival Season,145,14,Ahmedabad,Morbi,260,Vadodara,169,Low,Holiday
1652,19-04-2024,Friday,Night,195,Surat-Diu,GJ06-Express-377,D120,Sleeper,60,27,45,150,19293,63.99,5.67,Needs Repair,09-02-2024,0,0.43,Low,0.22,4660,5508,Rainy,1,0,Festival Season,271,3,Vadodara,Diu,285,Surat,166,Low,Festival
1653,22-06-2024,Saturday,Night,135,Ahmedabad-Junagadh,GJ02-AC-251,D263,Express,60,30,50,200,27500,80.67,5.04,Good,21-03-2024,1,0.58,Low,0.27,6744,9254,Clear,0,1,Festival Season,289,3,Ahmedabad,Junagadh,330,Ahmedabad,180,Low,Normal
1654,09-02-2024,Friday,Night,356,Ahmedabad-Bhuj,GJ05-AC-357,D356,Sleeper,40,52,130,300,28999,53.46,4.24,Good,05-03-2024,2,0.81,Medium,0.45,4777,6563,Rainy,0,0,IPL Match,202,10,Vadodara,Bhuj,335,Ahmedabad,169,Low,Normal
1655,21-04-2024,Sunday,Night,178,Vadodara-Morbi,GJ03-Non-AC-203,D303,AC,40,50,125,200,30904,39.92,5.82,Needs Repair,16-03-2024,2,0.9,High,0.35,4171,8231,Foggy,1,1,Festival Season,241,16,Vadodara,Morbi,260,Vadodara,153,Medium,Festival
1656,04-06-2024,Tuesday,Afternoon,380,Dahod-Bhavnagar,GJ09-Non-AC-130,D113,Non-AC,50,46,92,300,20275,88.79,4.87,Good,11-01-2024,1,0.79,High,0.35,4093,7285,Clear,1,1,Navratri,155,14,Ahmedabad,Bhavnagar,380,Dahod,228,High,Festival
1657,06-04-2024,Saturday,Night,314,Vadodara-Dwarka,GJ09-Sleeper-269,D344,Sleeper,40,46,115,250,26464,96.96,5.46,Needs Repair,11-05-2024,3,0.62,Medium,0.57,4468,8695,Rainy,0,0,Festival Season,124,14,Gandhinagar,Dwarka,410,Vadodara,223,High,Holiday
1658,02-04-2024,Tuesday,Night,244,Anand-Modasa,GJ08-AC-397,D378,Non-AC,60,56,93.33,300,29101,28.67,5.44,Good,27-02-2024,0,0.82,Low,0.63,6497,5465,Rainy,0,0,Festival Season,238,30,Gandhinagar,Modasa,160,Anand,97,Low,Festival
1659,05-06-2024,Wednesday,Night,220,Ahmedabad-Junagadh,GJ08-Express-368,D487,Sleeper,40,45,112.5,200,23582,82.05,5.22,Good,22-02-2024,3,0.59,Medium,0.83,5536,9147,Rainy,0,1,,270,40,Gandhinagar,Junagadh,330,Ahmedabad,161,Low,Holiday
1660,24-05-2024,Friday,Afternoon,490,Jamnagar-Patan,GJ04-Non-AC-338,D393,Express,40,37,92.5,250,27836,49.73,4.27,Good,23-05-2024,2,0.88,Low,0.46,3624,10034,Rainy,0,0,Festival Season,270,10,Surat,Patan,280,Jamnagar,192,Low,Festival
1661,13-04-2024,Saturday,Morning,383,Gandhinagar-Bhuj,GJ06-Express-233,D366,Sleeper,40,59,147.5,150,24562,76.72,5.38,Good,27-06-2024,3,0.7,Medium,0.41,4446,9691,Rainy,0,1,,170,15,Vadodara,Bhuj,370,Gandhinagar,176,Medium,Normal
1662,22-06-2024,Saturday,Night,320,Vadodara-Dwarka,GJ09-Sleeper-424,D149,Express,60,58,96.67,200,35462,73.82,4.36,Good,26-05-2024,1,0.8,High,0.44,6259,12600,Rainy,1,1,IPL Match,260,9,Ahmedabad,Dwarka,410,Vadodara,224,Low,Normal
1663,25-02-2024,Sunday,Morning,372,Gandhinagar-Mehsana,GJ02-Sleeper-295,D282,Express,40,27,67.5,300,24590,14.13,4.26,Good,05-06-2024,0,0.33,High,0.31,5529,6981,Foggy,1,1,,156,11,Ahmedabad,Mehsana,80,Gandhinagar,51,Medium,Normal
1664,15-03-2024,Friday,Afternoon,302,Ahmedabad-Bhuj,GJ03-AC-238,D382,Express,60,46,76.67,200,23873,71.64,5.79,Good,26-06-2024,1,0.12,Medium,0.19,6230,8246,Clear,1,0,Festival Season,291,2,Ahmedabad,Bhuj,335,Ahmedabad,192,Medium,Festival
1665,30-03-2024,Saturday,Morning,126,Jamnagar-Patan,GJ06-Sleeper-118,D473,Non-AC,40,21,52.5,300,23278,57.68,4.56,Good,01-04-2024,2,0.85,High,0.1,4886,8569,Foggy,1,1,Festival Season,158,4,Gandhinagar,Patan,280,Jamnagar,181,High,Normal
1666,04-03-2024,Monday,Morning,443,Bhavnagar-Rajkot,GJ05-Non-AC-325,D255,AC,40,60,150,250,24862,38.18,4.16,Good,18-04-2024,1,0.9,Low,0.58,6374,9928,Clear,0,1,Navratri,224,26,Gandhinagar,Rajkot,190,Bhavnagar,95,Medium,Holiday
1667,19-03-2024,Tuesday,Afternoon,294,Ahmedabad-Bhuj,GJ02-Sleeper-241,D298,AC,50,49,98,150,33973,83.24,4.56,Good,09-02-2024,2,0.72,Medium,0.28,5260,13386,Rainy,0,1,Festival Season,155,7,Gandhinagar,Bhuj,335,Ahmedabad,222,Medium,Festival
1668,21-02-2024,Wednesday,Afternoon,295,Anand-Modasa,GJ05-Express-469,D394,Sleeper,60,30,50,300,28301,36.19,5.95,Needs Repair,28-02-2024,3,0.16,High,0.2,4159,10961,Rainy,0,0,Festival Season,265,3,Surat,Modasa,160,Anand,70,Medium,Normal
1669,26-03-2024,Tuesday,Night,146,Morbi-Surat,GJ07-AC-392,D422,Sleeper,40,46,115,150,19227,50.93,5.36,Needs Repair,20-06-2024,3,0.83,Medium,0.74,3456,5296,Foggy,0,0,Navratri,215,12,Vadodara,Surat,270,Morbi,125,Medium,Normal
1670,26-06-2024,Wednesday,Morning,390,Bhuj-Gandhidham,GJ03-Sleeper-160,D434,AC,50,30,60,300,17248,12.8,5.36,Needs Repair,24-06-2024,1,0.63,High,0.84,4024,5055,Rainy,1,0,Navratri,167,11,Ahmedabad,Gandhidham,58,Bhuj,16,High,Festival
1671,17-04-2024,Wednesday,Afternoon,314,Anand-Modasa,GJ02-AC-440,D498,Non-AC,60,32,53.33,300,32415,34.6,5.13,Good,13-02-2024,3,0.6,Low,0.18,5307,11463,Foggy,0,1,Festival Season,132,3,Vadodara,Modasa,160,Anand,97,Low,Festival
1672,05-06-2024,Wednesday,Afternoon,473,Ahmedabad-Junagadh,GJ01-AC-289,D390,AC,60,57,95,250,21403,56.87,4.11,Good,11-03-2024,2,0.17,High,0.57,5405,5611,Rainy,1,0,Festival Season,231,26,Surat,Junagadh,330,Ahmedabad,187,Medium,Normal
1673,06-02-2024,Tuesday,Morning,205,Dwarka-Bhavnagar,GJ07-Non-AC-354,D253,AC,50,46,92,250,26588,74.29,4.56,Good,10-05-2024,3,0.22,Low,0.78,3157,8330,Rainy,0,1,Festival Season,292,4,Surat,Bhavnagar,330,Dwarka,210,Medium,Festival
1674,24-01-2024,Wednesday,Morning,249,Surat-Diu,GJ05-Express-300,D329,Express,60,21,35,250,18862,48.1,5.43,Needs Repair,26-03-2024,1,0.28,High,0.3,4501,5467,Clear,1,0,Festival Season,263,14,Ahmedabad,Diu,285,Surat,140,High,Holiday
1675,02-05-2024,Thursday,Afternoon,335,Porbandar-Vadodara,GJ05-Non-AC-111,D258,Sleeper,50,41,82,300,19887,93.24,5.54,Needs Repair,24-06-2024,2,0.71,Medium,0.79,3072,7611,Clear,1,0,Festival Season,180,17,Ahmedabad,Vadodara,410,Porbandar,234,High,Normal
1676,18-02-2024,Sunday,Night,376,Junagadh-Somnath,GJ04-Express-261,D267,Sleeper,60,50,83.33,300,16098,21.57,4.52,Needs Repair,26-01-2024,2,0.24,Medium,0.52,4925,5699,Clear,0,0,Navratri,168,25,Vadodara,Somnath,90,Junagadh,55,Medium,Festival
1677,11-06-2024,Tuesday,Morning,273,Morbi-Surat,GJ06-AC-500,D498,Non-AC,40,26,65,250,25775,60.54,5.17,Needs Repair,25-04-2024,1,0.57,Low,0.89,5568,6080,Clear,0,1,IPL Match,269,14,Ahmedabad,Surat,270,Morbi,163,Low,Normal
1678,10-01-2024,Wednesday,Night,257,Porbandar-Vadodara,GJ05-Express-451,D412,Express,60,26,43.33,200,20258,91.74,4.11,Good,07-05-2024,2,0.21,High,0.66,5227,6998,Rainy,1,1,,170,31,Surat,Vadodara,410,Porbandar,283,Medium,Normal
1679,28-04-2024,Sunday,Morning,293,Dwarka-Bhavnagar,GJ01-Express-389,D305,Sleeper,50,34,68,250,28609,69.75,5.7,Good,23-06-2024,2,0.71,Low,0.69,4576,6408,Clear,0,0,IPL Match,203,10,Vadodara,Bhavnagar,330,Dwarka,181,High,Festival
1680,08-05-2024,Wednesday,Morning,400,Jamnagar-Patan,GJ02-AC-273,D130,Express,50,32,64,200,30492,68.27,4.05,Needs Repair,04-02-2024,1,0.52,Medium,0.56,4996,6235,Rainy,0,1,Festival Season,152,27,Surat,Patan,280,Jamnagar,189,Medium,Holiday
1681,26-01-2024,Friday,Afternoon,276,Dwarka-Bhavnagar,GJ09-Sleeper-185,D391,AC,60,52,86.67,300,26812,58.53,5.03,Needs Repair,11-05-2024,2,0.29,Low,0.77,3209,5695,Rainy,0,0,Festival Season,196,9,Vadodara,Bhavnagar,330,Dwarka,217,High,Normal
1682,29-06-2024,Saturday,Morning,488,Jamnagar-Patan,GJ01-Express-251,D123,AC,50,36,72,200,26146,65.1,4.4,Needs Repair,18-05-2024,3,0.82,High,0.27,4782,10172,Foggy,1,1,IPL Match,199,2,Gandhinagar,Patan,280,Jamnagar,177,Medium,Festival
